exit_time,dir,entry,exit,pnl_usd,equity
2023-08-22 10:54:00-04:00,-1,14947.824,14981.839,-685.2999999999884,43027.47999999909
2023-08-24 05:31:00-04:00,-1,15347.349,15305.849,825.0,43852.47999999909
2023-08-24 11:38:00-04:00,-1,14997.699,14926.303,1422.9200000000128,45275.3999999991
2023-08-25 09:30:00-04:00,1,14788.859,14878.499,1787.7999999999884,47063.19999999909
2023-08-25 15:00:00-04:00,-1,14938.329000000002,14959.249,-423.3999999999651,46639.79999999912
2023-08-28 13:05:00-04:00,-1,15005.609,15060.149,-1095.799999999981,45543.99999999914
2023-08-29 11:35:00-04:00,1,15261.889,15330.608999999997,1369.3999999999505,46913.39999999909
2023-08-30 12:00:00-04:00,-1,15383.019,15461.139,-1567.3999999999796,45345.99999999911
2023-08-30 14:38:00-04:00,-1,15426.379,15451.159,-500.5999999999767,44845.399999999136
2023-08-31 03:06:00-04:00,1,15457.654,15445.379,-250.49999999999272,44594.89999999914
2023-08-31 05:06:00-04:00,1,15453.474,15439.899,-276.50000000001455,44318.39999999913
2023-08-31 10:31:00-04:00,-1,15541.714,15557.859,-327.90000000000873,43990.49999999912
2023-08-31 12:49:00-04:00,-1,15538.809000000001,15465.609000000004,1458.9999999999418,45449.49999999906
2023-09-01 03:45:00-04:00,1,15492.414,15526.024000000001,667.2000000000116,46116.69999999907
2023-09-04 20:13:00-04:00,-1,15513.868999999999,15479.808999999997,676.2000000000262,46792.8999999991
2023-09-05 03:11:00-04:00,1,15464.278999999999,15449.009,-310.39999999997235,46482.49999999913
2023-09-05 03:36:00-04:00,1,15460.528999999999,15444.499,-325.5999999999767,46156.89999999915
2023-09-05 14:59:00-04:00,-1,15545.919,15558.069,-247.99999999999272,45908.89999999916
2023-09-06 11:00:00-04:00,1,15369.949,15348.379,-436.3999999999942,45472.49999999916
2023-09-08 10:20:00-04:00,-1,15349.724,15372.059,-451.69999999998254,45020.79999999918
2023-09-08 10:59:00-04:00,-1,15320.334,15283.484000000002,731.9999999999709,45752.79999999915
